prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9,prob_10,prob_11,prob_12,prob_13,prob_14,prob_15,prob_16,prob_17,prob_18,prob_19,prob_20,prob_21,prob_22,true,pred
0.05437859892845154,3.583367629289569e-07,2.9636817998834886e-05,8.750201345719688e-07,0.0009963606717064977,0.019575603306293488,7.869502587709576e-05,1.7217407730640844e-05,0.00018833126523531973,0.28181692957878113,0.002484136028215289,0.5625593066215515,0.00012803221761714667,0.002985216211527586,0.0005261326441541314,0.07395347207784653,2.676495398645784e-07,4.160721800872125e-05,0.0002336281759198755,2.9628747597598704e-06,1.876598929584361e-07,2.1772707725631335e-07,2.1596774786303286e-06,11,11
6.839501565991668e-06,4.0380083277113954e-08,6.095216065205022e-08,4.284880219529441e-07,4.555253396709702e-11,6.8267320685322375e-09,0.9998854398727417,4.587668081512675e-05,2.6429704576003132e-06,4.853086284128949e-05,9.399733244208619e-06,4.483565962942748e-09,2.406452814796012e-09,6.131681971055514e-07,3.0781468485230334e-09,4.524727259536121e-08,8.51927028922006e-10,1.1107896824569252e-09,2.6581328249619673e-09,1.789597625645456e-08,2.3269042248585947e-09,8.65703668750939e-08,8.228844272650804e-10,6,6
0.005006540101021528,0.0016594181070104241,0.017155399546027184,0.0036681678611785173,3.8101150039437925e-06,0.0042463322170078754,0.0004941237857565284,0.0005788881680928171,0.00020879501244053245,0.0063116843812167645,0.6485834717750549,9.106419724957959e-07,0.006326198577880859,0.0010280221467837691,4.7404559154529124e-05,0.00024328989093191922,0.00010130540613317862,0.003516742493957281,0.0028650567401200533,0.26488691568374634,3.275170820415951e-05,0.03300825133919716,2.6634110326995142e-05,12,10
3.387883964478533e-07,1.6346811548828555e-07,0.9999771118164062,8.14530221049381e-10,7.731147633194269e-08,5.635840238937817e-09,1.971634189246174e-09,4.489051796952026e-09,9.802161304861556e-10,1.003260852172616e-08,5.905183453336349e-09,1.1055267812309921e-09,4.0585652527624916e-07,5.275622161349247e-09,5.009322290305818e-09,4.827695221365502e-08,3.250058568937675e-07,2.812301090671099e-06,3.8235728472280073e-10,1.867062019300647e-05,1.30894575178786e-08,2.710623725477035e-08,6.265821889117618e-11,2,2
4.528682620730251e-05,3.155021113343537e-05,1.4165609172778204e-05,0.00010501703945919871,0.00019275087106507272,0.0017041810788214207,7.764493784634396e-05,7.376183930318803e-05,8.810065992292948e-06,0.03462003171443939,0.011914713308215141,0.00016182518447749317,0.5951354503631592,0.00019737923867069185,0.0003849211207125336,0.2614699602127075,9.304162085754797e-05,0.017155824229121208,0.0004883468500338495,0.07593369483947754,4.2351375668658875e-06,2.0515560663625365e-06,0.00018532198737375438,17,12
3.075568383792415e-05,0.00012708328722510487,3.647055990541048e-08,6.015795406710822e-06,9.751127905133217e-09,0.0003761581319849938,4.32882444556526e-07,4.595040081767365e-06,2.2170513602759456e-07,1.0244363693345804e-05,9.180019333143719e-06,1.9400278716830144e-08,0.9827422499656677,1.911307094815129e-07,4.321414337482565e-08,3.0003829465385934e-07,6.110678805271164e-05,2.4479446437908337e-05,0.012261196970939636,0.0002421254466753453,0.00010670311894500628,0.0030205200891941786,0.0009763529524207115,12,12
3.6402369119059586e-08,5.852112371940166e-05,3.105782653278766e-08,2.3744469217490405e-06,5.160472493770385e-09,2.697202035051305e-07,6.422682474749308e-08,6.998845947236987e-07,3.4033906803898617e-09,7.7179365689517e-06,6.021839453751454e-07,6.516037043269307e-09,0.005689653567969799,2.0845085657583695e-07,1.7267542716581374e-05,2.5778335839277133e-06,1.2552674206744996e-06,2.7346912247594446e-05,6.718520307913423e-05,0.9940966367721558,5.967571723886067e-06,1.7920898244483396e-05,3.5919883885071613e-06,19,19
0.0014594249660149217,3.2327811538834794e-08,4.887509930995293e-05,1.7047204892151058e-05,4.7116674977587536e-05,0.004769478924572468,5.623378910968313e-06,0.00031374921672977507,0.0016100446227937937,0.004591483157128096,0.02710096724331379,0.012344852089881897,1.2965621181137976e-06,0.7653176784515381,0.044641200453042984,0.13770338892936707,7.549483704849536e-09,2.08163182833232e-05,4.448738764040172e-06,1.8218314608020592e-06,1.4293317462943378e-07,1.236807776194837e-07,3.735544851224404e-07,13,13
3.500902678865714e-08,0.7267823815345764,1.1441999703265537e-07,0.0020490356255322695,2.432353485293248e-10,9.507069576031313e-10,2.8888384804304224e-06,0.00013511620636563748,2.1238950154156555e-08,2.061412800458129e-07,0.00021187849051784724,2.8817982722362245e-11,0.00010296770051354542,1.905242008604091e-08,5.002514171792427e-07,3.495726559776813e-05,2.8273925636312924e-06,1.5973329936969094e-05,1.4952363471820718e-06,0.018635032698512077,1.9859933672705665e-05,0.2519792318344116,2.5544131858623587e-05,21,1
9.775108082976658e-06,2.70976011051971e-06,6.0297284107946325e-06,2.8517223427115823e-07,2.060206952592125e-06,0.0012675735633820295,5.693624643754447e-06,0.000194105101400055,0.0034165431279689074,0.0036183411721140146,0.9811959266662598,0.0003817316610366106,5.170779786567437e-07,3.4291967949684476e-06,0.003789133159443736,0.0059300875291228294,5.079925244899641e-07,2.5501522031845525e-06,7.5936968642054126e-06,1.0708690751926042e-06,3.0383622288354672e-05,2.3585758412991709e-07,0.00013363047037273645,8,10
1.1481136397151204e-07,2.6347308335061825e-07,5.659891257892014e-07,9.91022233165495e-08,6.749344265699619e-07,5.8630794228520244e-06,4.709813095082893e-10,5.434827698991285e-07,1.6141784442424978e-07,2.953733257982094e-08,3.0580367820221e-06,7.109215438561023e-09,3.2274936529574916e-05,9.197903523272544e-07,2.0398044853209285e-07,3.546256834852102e-07,1.3798243969631585e-07,0.9979015588760376,1.1780913133918602e-08,0.0020530621986836195,1.6917500289537202e-08,2.9236451482006487e-08,1.3462947379139223e-07,17,17
5.50909862795379e-05,0.0008596789557486773,0.00013580282393377274,0.00017921222024597228,7.450185535162746e-07,3.061570896534249e-05,4.584892849379685e-06,8.14173326944001e-05,4.2511823266977444e-05,6.2727431213716045e-06,0.9817155003547668,2.6176776302122562e-08,6.465140904765576e-05,1.5832165445317514e-05,5.2449981922109146e-06,6.515971472254023e-05,0.0002623568580020219,0.002824682742357254,6.935772398719564e-05,0.00872831977903843,2.5298979380750097e-05,0.0048170145601034164,1.0546857993176673e-05,17,10
7.744596075554e-09,0.999964714050293,4.4973393187319743e-07,6.434646593334037e-08,1.6783914258411414e-09,4.1586904586665696e-08,2.349137950830027e-08,5.453883389350267e-08,3.791703395705781e-09,6.124485452119188e-08,6.519002454297151e-06,5.7827541366517465e-11,1.1823146195411027e-07,2.5701401007438562e-09,1.405101546225751e-08,8.987265154303259e-09,3.5133552955812775e-08,6.390696967173426e-07,6.180027298796631e-07,1.3251800510261091e-06,2.804444534376671e-07,2.4454340746160597e-05,4.1047266563509766e-07,1,1
1.830233941291226e-06,8.831416380417068e-06,2.2701846091877087e-07,1.3001739489482134e-06,9.86511672351753e-09,1.0788030522235204e-05,7.29560724721523e-06,8.80815878190333e-06,1.8365264864428354e-08,0.0028881009202450514,0.0001078724380931817,1.6487506115936412e-07,0.9964134097099304,1.644134357547955e-07,3.214628918613016e-07,1.1784641174017452e-05,1.174372386003597e-07,2.190714212702005e-06,3.6299490602687e-05,0.0004689855850301683,7.635329097865906e-07,2.181430545533658e-06,2.8582833692780696e-05,12,12
0.9926700592041016,1.7994352674577385e-07,1.5913291235847282e-06,2.441029209876433e-07,5.912482265557628e-06,1.1418789654271677e-05,3.815445779764559e-06,4.5129528558618404e-08,7.186741868281388e-08,1.229930785484612e-05,1.6324705143233587e-08,1.0608987395244185e-05,1.5979428553691832e-06,9.665186553320382e-06,2.098137663608668e-08,8.1703284138257e-08,0.004865637514740229,1.80249244863262e-07,0.002389999572187662,3.596338515876596e-08,1.3395945643424056e-05,2.4646469682920724e-06,6.757636015208845e-07,0,0
2.1932580196448725e-08,6.19144699953722e-08,1.4903688283496308e-09,2.764279471989539e-08,1.3418359479100417e-10,3.2036660968515207e-07,2.029047152518615e-08,4.3941884797504827e-08,9.979655990477454e-10,1.046431179929641e-06,4.124587746900943e-07,6.570170518749308e-10,0.9999269247055054,5.855267382059992e-10,2.951349609148224e-09,4.466595537877538e-09,2.7583491046812014e-08,1.1125973742309725e-06,4.466293148652767e-07,3.208435737178661e-05,1.8391195055755816e-07,3.8605685404036194e-07,3.675951302284375e-05,12,12
3.795362090386334e-06,0.000143933342769742,1.0295942729499075e-06,0.00045569828944280744,3.0753298574381915e-07,5.506455636350438e-05,1.3751331380262855e-06,0.0003043476608581841,1.624156539037358e-06,8.129388152156025e-05,0.9706750512123108,5.030514671489072e-07,1.5534606063738465e-05,3.7309832805476617e-06,0.0033231766428798437,0.0005806413828395307,1.5260536656569457e-06,2.795263753796462e-05,0.02268192358314991,0.0009281600941903889,7.334347628784599e-06,0.0001368624361930415,0.0005691341939382255,14,10
0.0035986241418868303,1.2462560334824957e-05,3.987271611549659e-06,7.320187705772696e-06,0.0001888056140160188,0.001198593876324594,3.181682404829189e-05,5.1205570343881845e-05,1.994645754166413e-05,0.08397841453552246,0.005770003888756037,0.0010548274731263518,0.00044673410593532026,0.0019386127823963761,0.0012244589161127806,0.9001474380493164,2.419545523935085e-07,3.1967014365363866e-05,0.00013898476026952267,0.00014887969882693142,3.129109416022402e-07,5.943692485743668e-06,4.1014527596416883e-07,4,15
