prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9,prob_10,prob_11,prob_12,prob_13,prob_14,prob_15,prob_16,prob_17,prob_18,prob_19,prob_20,prob_21,prob_22,true,pred
0.0012235663598403335,1.4642438372902689e-06,0.020408347249031067,1.2534492555005272e-07,0.00019299572159070522,0.0007779898005537689,0.0003159453917760402,9.346994374936912e-06,6.238512924028328e-06,0.5417931079864502,0.051721300929784775,0.07393606007099152,0.0041030822321772575,8.029369382711593e-06,0.24406059086322784,0.029997119680047035,4.596445432980545e-05,0.02905360423028469,2.3170663553173654e-05,0.00198099366389215,5.62585000807303e-06,2.5500713718429324e-07,0.00033500659628771245,11,9
2.9628388347191503e-06,1.065930277377447e-08,1.2369112845078689e-08,2.3176453811668551e-10,2.132248891340005e-11,3.3113822794916814e-09,0.9948346614837646,1.456443624192616e-05,2.883025672417716e-06,0.005132009275257587,4.356083536549704e-06,2.950285571401423e-10,1.2470392773966665e-10,8.416734090133104e-06,6.282644449129293e-08,1.584860598313753e-08,4.699096580601525e-12,3.016743244099729e-10,2.168520030210175e-09,2.9712152738170516e-09,5.584188667029366e-09,4.89190112029636e-12,1.5972716482792748e-09,6,6
3.27567768465542e-08,3.113819965760989e-12,3.3229657674382906e-06,1.3996412917549605e-07,4.608421591001388e-07,8.244667242252035e-07,5.417395004814196e-11,7.852964500898452e-09,8.49198922986405e-12,2.385157358730794e-06,6.112224326670912e-08,1.7967446419575595e-09,0.998547375202179,2.5327289154830623e-09,1.0163964816456428e-06,2.9925228961502626e-11,4.5949047944304766e-07,3.506012581055984e-05,0.0007916055619716644,0.0006169703556224704,1.9542678586503825e-10,1.7828014620135946e-07,6.587445255945568e-08,12,12
2.550482804508647e-06,9.515732017462142e-06,0.9999244213104248,2.2434518687219906e-09,2.142514290426334e-07,3.049843826374854e-07,7.135838586691534e-09,9.038624293467024e-10,1.3444490321035119e-07,9.353857421956491e-08,7.833239834553751e-09,6.100211180637416e-08,1.2616026651812717e-05,3.6843366135741462e-09,5.3118768050808285e-08,1.2892032996703051e-09,2.411430159554584e-06,2.613238939375151e-05,1.0539088712846478e-08,1.2748037079290953e-05,4.906149797534454e-07,8.127858563966583e-06,8.258262340632427e-08,2,2
7.698299775427131e-09,4.3260587290205876e-07,1.5713063476141542e-05,7.477454460058652e-07,1.0548013307243309e-07,4.212934982206207e-06,8.608261659048821e-09,1.0672772887687643e-08,5.929829960393818e-10,9.512924634691444e-07,3.694303131851484e-06,7.00979585488426e-09,0.0013847555965185165,8.317835664684026e-08,2.747793132584775e-06,1.969049456818084e-08,0.00022695286315865815,0.9962950348854065,3.1436335120815784e-05,0.001669993158429861,3.792191023421765e-07,1.5022163097455632e-05,0.0003477497084531933,17,17
3.816363459918648e-06,1.068521868208272e-10,1.6128683943961164e-09,1.3214657146320974e-10,4.94367077408242e-06,3.507259179968969e-06,4.0517333932399424e-10,3.0200101264199475e-07,9.541523127154505e-10,0.0001372822152916342,1.7135370455889642e-08,3.020964811639715e-08,0.9998292922973633,1.9914993742986553e-07,6.389542761553457e-08,2.4989682545495384e-10,2.1859985821492955e-08,2.38758957493701e-07,3.15342981593858e-06,5.068750851933146e-06,1.1428032848925795e-05,1.9091481817667955e-07,4.0273923218592245e-07,12,12
4.5728179576265404e-10,1.0470428343789528e-11,1.7006138719466435e-08,4.320578617100779e-11,2.293093145921965e-11,5.864721685719387e-13,1.6141050356108938e-13,1.9934653428844984e-13,1.6625945412074294e-12,3.6678451387217592e-09,9.940789510998194e-12,2.109459308619055e-12,0.012685272842645645,6.334543349931221e-13,1.0418336415796148e-07,2.668512077974583e-10,4.321712321342375e-09,0.011596063151955605,3.23534199431208e-10,0.9757184982299805,5.439135253304528e-10,4.068483050456706e-10,1.3684546551484544e-10,19,19
7.44418457543361e-07,8.384743908299713e-14,3.481382404579847e-10,7.253540216384247e-14,3.4649112023998896e-08,0.00045265391236171126,3.5682225403566026e-12,2.6228028082719845e-10,9.726377356855664e-07,7.966156658767432e-07,2.5643279855103174e-07,1.0603931599462157e-07,4.3617349315683285e-11,0.9995442032814026,2.0402103473315947e-07,5.136459660382009e-11,4.005403322383805e-14,1.1470356608977994e-10,4.727956741390482e-12,1.1784538189035798e-12,3.4427544365681073e-13,1.2964555000567497e-15,1.3001968208678494e-12,13,13
0.001190297887660563,0.009588285349309444,0.0001276175316888839,1.4407734852284193e-05,3.9366081182379276e-05,0.00018462773005012423,9.810904089135875e-08,0.0008642020402476192,8.36023609736003e-05,9.990631042455789e-06,0.0011223822366446257,1.2625751878658775e-05,0.0254867784678936,3.3682704270177055e-07,8.159724529832602e-06,0.0007072847802191973,0.08827763795852661,0.7392081618309021,0.00020012767345178872,0.037880223244428635,0.023218074813485146,0.031314536929130554,0.04046136513352394,21,17
0.002772703068330884,2.19705720283514e-09,5.580185415965389e-07,8.648533684997226e-14,6.326966399683442e-07,0.006392140872776508,2.1870143473989856e-09,0.22429485619068146,0.7541795372962952,0.000687945750541985,0.009517869912087917,2.473107997502666e-05,6.813566528762749e-07,0.0021141774486750364,1.2930303455505054e-05,1.1412029010671176e-07,1.579368164028594e-10,2.649349362116027e-08,2.969733792212992e-09,1.3414730659633278e-08,8.026796649573953e-07,4.1478320778054467e-10,2.876323037526163e-07,8,8
