prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9,prob_10,prob_11,prob_12,prob_13,prob_14,prob_15,prob_16,prob_17,prob_18,prob_19,prob_20,prob_21,prob_22,true,pred
0.026602620258927345,1.976769999600947e-05,7.545793778263032e-05,1.7412421584594995e-05,0.020703410729765892,0.0023660643491894007,0.010468068532645702,7.950565486680716e-05,0.0004565980634652078,0.17845453321933746,0.007205436937510967,0.5589432120323181,0.027343466877937317,9.167781536234543e-05,2.6291645554010756e-05,0.00033143634209409356,0.0005607913481071591,0.0005152312805876136,6.521564500872046e-05,0.0005292686400935054,0.00016619969392195344,4.005886148661375e-05,0.1649383008480072,11,11
1.394166559975929e-07,1.1751956074945724e-09,6.116265467426274e-07,1.1398716424082522e-06,3.3904722585020863e-08,1.9710445542386879e-07,0.999976396560669,1.3672824934474193e-06,1.3800559827359393e-05,3.3558749237272423e-06,2.7820740911010944e-07,1.3249761821043649e-07,1.0376813008861063e-07,3.7602743141462724e-09,1.8732744244687183e-09,1.8337600238282903e-07,3.97812360830585e-09,1.804698541718608e-07,5.07958813900089e-11,7.723595274455874e-08,1.9961596535722492e-06,3.4779372715121326e-09,1.9068286949419644e-09,6,6
0.0007770060910843313,7.988523407220782e-07,0.017466580495238304,8.237988708970079e-07,0.0007907176041044295,0.0009099793387576938,2.7840134862344712e-05,1.6232672805926995e-07,3.2068175670474375e-08,0.003395318752154708,2.2493620690511307e-06,1.625175656272404e-07,0.9726647734642029,7.651489795534872e-06,5.562368698974751e-08,6.591197587724196e-10,5.0416801968822256e-06,0.003589930012822151,0.0003132003184873611,9.67409596341895e-06,5.672920906363288e-06,1.5171579548223235e-07,3.225655382266268e-05,12,12
3.148302596400754e-08,2.6770318600766174e-11,0.9999997615814209,1.6149364831519186e-11,5.717704532059997e-09,4.1691405883170773e-10,1.6255093104877716e-10,6.209043501570477e-09,7.482721664509029e-10,9.762939345847599e-10,5.702290861719916e-10,3.83977649676126e-09,7.111120936542648e-08,3.887441835104255e-08,6.442077982171668e-09,3.444690366283254e-10,4.064510061851934e-09,3.203564702403128e-08,4.125206079508281e-11,3.380500046556989e-10,7.227524800867968e-09,8.919296551335165e-11,3.5724832922641447e-13,2,2
1.2391027439662139e-06,6.103369014454074e-05,0.00010271651262883097,1.2721682651317678e-05,2.969363208649156e-07,9.588353350409307e-06,1.2886971489933785e-05,1.0985690579445873e-07,8.640584081565095e-11,7.542212551925331e-05,5.762873843195848e-05,2.391869031725946e-07,0.16674302518367767,1.4855193342100392e-07,1.2422611916917958e-07,2.6761604488001467e-08,9.59865064942278e-05,0.3199494183063507,0.24520695209503174,0.26699385046958923,2.7158346256328514e-06,5.65362825000193e-06,0.0006681978702545166,17,17
5.728795713366708e-06,2.507601593038089e-08,7.166798923208262e-07,9.306653225849004e-09,4.382566132221655e-08,2.5023936700563354e-08,1.0969981190100953e-07,1.7553770703671034e-07,4.263273761795361e-11,1.2132575193390949e-06,3.520123914579898e-10,9.280490154139898e-09,0.9998838901519775,1.95879562570056e-10,1.255963222313028e-09,3.7224601873164787e-11,9.28328192095762e-10,3.1862450668995734e-06,8.384579786024915e-08,0.0001045657045324333,2.3220484024477628e-07,1.0394116145562293e-07,8.346249913415704e-09,12,12
1.9342014101475513e-11,8.729648254268696e-11,8.642030979721937e-10,3.900599288009232e-10,3.322475627953736e-11,7.377282812415231e-11,1.3073589953671583e-11,6.268587537071324e-13,2.3666520132525903e-12,9.367515652058955e-10,8.44700004387633e-12,2.2772995295072818e-11,1.7440326871565048e-07,9.89413759255875e-11,5.110600831415013e-11,3.768977074880553e-10,1.8348157437841905e-09,1.98733914658078e-06,2.6184961754438518e-08,0.9999978542327881,2.073162752580515e-09,2.7957032522341052e-11,1.3084010871272644e-12,19,19
4.638026439351961e-05,1.0075057232938889e-08,8.074409834080143e-07,0.0004964926629327238,5.87021804676624e-06,0.028806954622268677,6.108174410712763e-09,0.0003762961714528501,0.0035220403224229813,0.00010794373520184308,9.058455907506868e-05,0.0032408239785581827,1.9598300582401862e-07,0.9621540904045105,0.0008905953727662563,0.00021887737966608256,1.7900788407132495e-07,1.0843831432794104e-07,3.97526819142513e-05,5.644776024382736e-07,6.291920158219e-07,3.5575990153802195e-08,8.034444363147486e-07,13,13
8.421869279118255e-05,0.9518905878067017,4.135401104576886e-05,3.8504073017975315e-05,0.0001073489838745445,2.7447877073427662e-05,7.343576271523489e-07,3.878923234879039e-05,5.783824235550128e-05,6.824330193921924e-05,0.0004336548736318946,9.438794563720876e-07,8.962900210462976e-06,8.036498400088021e-08,1.952239927049959e-06,0.0023706452921032906,0.002505076816305518,8.586599869886413e-05,0.0006230294238775969,0.00015719456132501364,0.003672644728794694,0.03528621047735214,0.002498695394024253,21,1
0.00040276875370182097,6.410635251086205e-06,0.0014933488564565778,3.078525310229452e-07,7.576629286631942e-05,0.0738735944032669,1.0223904610029422e-05,1.4703129636473022e-05,0.8995317220687866,0.00242098281159997,0.01961492747068405,0.00035156190278939903,0.000933842093218118,0.0007485752576030791,1.2617374522960745e-05,3.911609383067116e-05,2.00349841179559e-05,0.0002578126732259989,3.322019779261609e-07,0.00011705215729307383,2.095249692501966e-05,3.8464454519271385e-06,4.948242712998763e-05,8,8
3.7970974631207355e-07,3.946274862443033e-09,7.436224080947795e-08,6.145361339804367e-07,1.6722102600397193e-06,2.585020956757944e-05,9.48736644801329e-10,1.0852886367374026e-09,1.4393268799040015e-09,1.1322721604756225e-07,2.1611051579384366e-06,1.0292312557780292e-09,0.00017472846957389265,1.778220770631833e-08,1.7343543845527165e-07,2.632839946059562e-09,6.900666704723335e-08,0.9989749193191528,6.625509172408783e-07,0.0008185782353393734,5.998582963684385e-08,1.4290633121305518e-09,1.288824491574303e-09,17,17
1.0369722076575272e-05,6.609404579194234e-08,1.2423217867763015e-06,1.899055135368144e-08,6.204710700785654e-08,8.528383477823809e-05,3.5300598000276295e-09,2.441014146370435e-07,6.38932151630911e-09,1.1901416883119964e-06,1.9770134258578764e-06,2.708873569901016e-09,0.0014935468789190054,6.60868622048838e-08,3.098880929641723e-09,4.4591917713887597e-08,0.00046172403381206095,0.9956353306770325,3.5826018574880436e-05,0.0022615829948335886,1.032283398672007e-05,8.123238970370039e-09,1.0359910902479896e-06,17,17
3.768999334852197e-09,0.9996771812438965,1.9173807430661327e-08,4.0746224172494294e-09,1.2577775192895713e-12,2.8102162374921136e-08,9.746493390139221e-09,6.19915785371461e-10,1.0079225232217937e-09,4.907640800411173e-07,0.00031732849311083555,1.688327602722417e-11,1.439306203110391e-07,4.788727400728554e-11,1.9103536027381685e-12,1.8123823622429036e-11,4.159015354332496e-09,6.115674722195763e-08,9.654505817024983e-08,2.606176167319063e-06,1.7872228141868618e-08,1.967186790352571e-06,1.6975748806657975e-08,1,1
1.804190397081129e-08,6.032963995039609e-08,2.8563647003210235e-09,9.984178414579326e-12,8.894754266464133e-09,1.6345101938597395e-09,5.88544892821119e-08,1.734873467107434e-09,2.603885163043884e-10,8.998479188448982e-07,1.4112535495769407e-07,2.444449819449801e-06,0.9981263279914856,1.3473737681124476e-09,1.4519705437976427e-09,4.190174252016732e-08,8.179901669791434e-06,1.6550042118979036e-06,1.6988284556873623e-08,0.00184589100535959,1.23299741972005e-06,9.500196185285859e-10,1.3148297512088902e-05,12,12
0.9998335838317871,6.895124329275859e-07,2.4710065105182366e-09,2.5824539728880325e-10,3.994692576725356e-09,4.598224734309042e-08,1.1461232816145639e-06,3.469044145276712e-07,9.659585131771564e-09,0.00016081151261460036,3.998770647939409e-09,6.4785865561134415e-09,1.671160099192548e-09,4.260765251729026e-08,4.249572482101227e-12,2.4967901524064473e-08,2.2097466967352375e-07,1.3066214776813467e-10,1.5023883861431386e-06,5.914820282865163e-12,7.754688340355642e-07,6.112820756243309e-07,1.0338469991211241e-07,0,0
8.007746998828225e-08,6.535420737918685e-08,8.683622709781957e-09,9.496615049897628e-09,5.454105433955192e-08,1.0787713478066507e-07,5.438279271352542e-10,7.2400112571813224e-09,8.501964687823715e-10,9.944004375483928e-08,9.14663402795668e-08,1.4429932804205237e-08,0.9992141723632812,2.568424917193113e-10,1.6956466453166286e-08,1.6092435162207153e-09,1.2451135944502312e-07,1.789093175830203e-07,1.00678676062671e-06,0.000742398842703551,6.623661647608969e-06,9.162388892036688e-07,3.392043799976818e-05,12,12
4.490704213822028e-06,0.2750455141067505,7.244201697176322e-05,6.343736913549947e-07,5.7463280427327845e-06,5.659843372995965e-05,9.38909397518728e-06,0.06351511925458908,1.5047018564473547e-07,0.0007182314293459058,0.2842923700809479,1.3011928956530028e-07,0.025198722258210182,1.1101843711003312e-07,0.04147780314087868,0.009038159623742104,0.025992343202233315,0.00015119754243642092,0.07069557905197144,0.1672070324420929,0.00030620291363447905,0.0004220604314468801,0.03578988462686539,14,10
1.5495817933697253e-05,6.82050028899539e-07,1.1254985388120531e-08,1.8021300007831087e-08,0.9996465444564819,2.0781406419700943e-05,2.1795014504277788e-07,4.3712898900594155e-07,1.2038033219141653e-06,2.8316087536950363e-06,2.9921700388513273e-06,0.00012741268437821418,1.4111316204434843e-06,0.00015463038289453834,9.895678886095993e-06,1.0732002010627184e-05,2.4966350338218035e-06,4.6734779601820264e-08,1.9325993250163265e-08,2.7634396815301443e-07,1.930607140820939e-07,7.532902657203522e-08,1.4467505025095306e-06,4,4
7.184600690379739e-05,1.257815629429615e-09,2.8089894854588238e-08,1.7725350354158564e-10,1.4102258205639373e-07,7.748856296529993e-05,1.3919286175223533e-05,1.1071158212416776e-08,6.173038400447695e-07,2.7164958737557754e-05,0.9997993111610413,8.150050803124032e-07,5.053038876212668e-06,1.8250608135872426e-08,1.7104209715235186e-10,1.6448545636649214e-07,8.744978352570598e-11,3.4601514471432893e-06,6.697494780993907e-10,1.1513983544375606e-08,7.3494801355877826e-09,2.7697724114261746e-09,2.5753884358437062e-08,5,10
2.90076371811665e-07,9.990957551053725e-06,0.00023931442410685122,2.9232831710857e-09,1.6648284884013265e-07,1.7950435804436893e-08,9.78222942649154e-07,2.145658754670876e-06,2.635191265198955e-08,7.353911769314436e-06,4.006752618579412e-08,4.4693784673199843e-08,0.008863083086907864,1.1199203786560474e-09,3.3116752007344985e-08,8.86744965100661e-06,0.001998322084546089,0.001897028530947864,1.234444511055699e-07,0.986842691898346,7.198876119218767e-05,9.60607849265216e-07,5.6467837566742674e-05,19,19
0.002956672105938196,1.235922991327243e-05,0.0007493007578887045,6.412254265342199e-07,2.280260247289334e-07,0.00030792353209108114,3.124216163996607e-05,2.5452192858210765e-05,0.9738845229148865,9.509579103905708e-05,0.00044174943468533456,0.014736629091203213,1.0348508112656418e-05,2.970062041640631e-06,2.347420391402011e-08,2.9422324587358162e-05,5.6684089940972626e-05,0.006325349677354097,1.1153351664461297e-07,2.4374407075811177e-05,0.0002771891886368394,2.7230360501562245e-05,4.659960723074619e-06,10,8
4.4231022400254005e-08,1.4972274808844332e-10,6.526431661768584e-08,7.826413295219936e-09,1.56800545880742e-08,1.6563840077310488e-08,1.343214844906626e-10,7.468471174831848e-09,2.250442020235166e-12,3.0311659315884754e-07,2.225201967132051e-10,7.733576001811571e-10,0.999987006187439,7.13454920142631e-11,1.5077176840350148e-08,1.2342296074052683e-09,4.812084508643011e-09,1.379738250761875e-06,1.7192339782923227e-06,9.09288337425096e-06,2.1209640976849187e-07,1.1812510969377854e-09,1.238981042206433e-07,12,12
3.6312890472345316e-08,3.65448560302184e-10,1.9061764666705727e-10,6.690778573542611e-13,6.509688187800178e-12,7.55025486576244e-10,4.2684944467907826e-10,2.3675061910921613e-10,1.3596058306974967e-11,1.3443890622966137e-07,1.9284288055310128e-10,1.482011624531765e-09,0.9999761581420898,8.234571336439289e-13,3.567329764919691e-11,4.910882356150281e-13,5.907873301680411e-08,9.109809298024629e-07,4.198778658093261e-09,1.013821588458086e-06,9.925863508897237e-08,4.074725626357356e-11,2.154164576495532e-05,12,12
2.739886095781685e-10,2.973417956297908e-08,3.387059450687957e-06,7.082508191036396e-12,7.977478400089666e-11,2.127008855504209e-12,7.639575051143765e-05,1.2331382137631408e-08,1.9422781254423843e-13,3.2923130675044376e-06,6.277676334320859e-08,1.0435116593043858e-07,0.9940233826637268,1.5448079827059397e-13,1.848485774169628e-11,1.0374838765869754e-08,5.70951499412331e-08,2.3008137617352986e-09,1.5440378142717037e-11,0.005887944716960192,5.34475702806958e-06,3.8357043236070254e-11,5.3675917044415655e-09,19,12
0.007180849555879831,4.4593285565497354e-05,0.0007797057623974979,3.963862582168076e-06,0.002667323686182499,0.3682132065296173,3.9610644307686016e-05,7.732909580226988e-06,0.3638187646865845,0.0009148417157121003,0.0009379546390846372,0.25030988454818726,1.9748927115870174e-06,0.0036273212172091007,5.037143182562431e-06,0.0003773589269258082,2.0414561731740832e-05,3.9832666516304016e-05,5.6332260101044085e-06,1.6966629345915862e-06,3.8214238884393126e-05,0.000928046996705234,3.602217839215882e-05,5,5
0.001505271065980196,2.831120013979671e-07,6.27396657364443e-05,8.380258709195232e-10,2.774090535240248e-05,0.5467473268508911,0.0007316806586459279,2.702960557598999e-07,0.00016277078248094767,0.0007549837464466691,0.44992655515670776,1.3179750567360315e-05,2.3487849830416963e-05,3.200153150828555e-05,2.9151951963513056e-09,2.9603363316255127e-08,3.4225186573699773e-10,1.1448865734564606e-05,1.6616578946138105e-10,3.599718567670607e-08,6.840753030701308e-08,1.5802311281731818e-07,9.835153136350527e-09,5,5
2.376475094933994e-06,4.501826467162573e-09,5.42869145192526e-07,6.175527289542515e-08,3.280287614870758e-07,0.9593691825866699,7.374205135413092e-10,1.3733247214986477e-06,0.0003035737026948482,1.2470044566725846e-05,4.229411842970876e-06,3.4270439641659323e-07,6.705063726464289e-10,0.04030304774641991,4.081566373770329e-07,8.135542373111093e-08,1.075172590958573e-07,2.7392383916691188e-09,1.7466917370256851e-06,2.0966368641239796e-09,3.1207292749968474e-08,1.4310541196493887e-08,1.4904426304251928e-10,5,5
9.480311746301595e-06,0.40174269676208496,0.0041800606995821,9.17260240385076e-06,1.1972093489021063e-05,5.2896903071086854e-05,2.2869871827424504e-06,2.2299213014775887e-05,5.022462090664703e-08,0.027987420558929443,0.00010928304254775867,1.4070288933965003e-08,1.115905888582347e-05,6.373662930769797e-09,1.788935696822591e-05,2.2791631636209786e-05,0.07261773943901062,0.0003838267002720386,0.4904029369354248,0.00012467334454413503,1.526362575532403e-05,1.1099912171630422e-06,0.002275037346407771,1,18
0.00021863386791665107,2.83926183328731e-05,0.002246860647574067,3.1182194106804673e-06,4.7668960178270936e-05,3.570110857253894e-05,0.005450444761663675,0.002406803658232093,0.00010103334352606907,0.9509580135345459,0.0027141408063471317,7.340146839851514e-05,0.02553064376115799,2.5557683329680003e-05,1.3538276107283309e-05,0.00044513048487715423,0.0011711129918694496,0.0006548209930770099,2.655953039720771e-06,0.0009863895829766989,0.0015256446786224842,3.498618639241613e-07,0.005360023118555546,9,9
0.08196865022182465,1.2637372037715977e-06,0.0016739891143515706,3.0918292850401485e-06,0.6785569190979004,0.008987540379166603,0.001873863860964775,4.3238792386546265e-06,0.008694925345480442,0.16944310069084167,0.00034480931935831904,0.0001320876181125641,0.0004810098616871983,0.035533610731363297,0.011259820312261581,0.0005476101650856435,0.0004491024010349065,9.624230187910143e-06,2.0424054127943236e-06,2.392199121459271e-06,2.0432071323739365e-05,8.913325473258737e-06,7.999715876394475e-07,0,4
7.411212266106304e-08,4.052296986856163e-08,8.987893806988723e-08,1.2416743189191948e-08,1.7350676273508725e-07,2.8719188094328274e-07,1.967027003502153e-07,1.7177038458271454e-08,2.423551137553659e-09,1.0741047844931018e-05,3.925717084740654e-09,1.688046751269212e-07,0.9916993379592896,1.0937649008724293e-08,1.340799826721195e-07,1.869670995802153e-08,2.691083800243632e-08,3.071481557981315e-07,5.765259629697539e-07,0.00828623492270708,7.815541493982892e-07,1.5831416178002655e-08,7.872753826632106e-07,12,12
3.8830057746963575e-05,4.642085059458623e-06,2.9854776585125364e-05,5.302579486610171e-10,0.00011164115858264267,0.9244351387023926,2.6264574444212485e-06,5.175062938178598e-07,0.00026809200062416494,5.601196335192071e-06,6.292164471233264e-05,0.0005422377726063132,6.0829439462395385e-05,4.643344436772168e-05,3.6169674894059867e-11,8.746353330479906e-08,2.4617229428258725e-06,0.07362157106399536,2.2547980149667524e-10,0.0007388131343759596,2.6911573513643816e-05,7.724937631792272e-07,1.0730082777854477e-07,5,5
